Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate
Indian,"505 St Clair Avenue W
Toronto, ON M6C 1A1",Eastern Twist,Under $10,43.68294,-79.418491,0.9
Indian,"7700 Bathurst Street
Vaughan, ON L4J 7Y3",Bombay Touch,$11-30,43.809947,-79.451534,1.4
Indian,"1145 Morningside Avenue
Unit 39
Toronto, ON M1B 0A7",Bihari Kabab House,NA,43.800883,-79.198781,4.2
Indian,"1076 Queen Street W
Toronto, ON M6J 1H8",Butter Chicken Roti,$11-30,43.643677,-79.421595,1.2
Indian,"1085 Bathurst Street
Toronto, ON M5R 3G8",Annapurna Vegetarian Restaurant,Under $10,43.672808,-79.414033,4.3
Indian,"117 Dundas Street East
Toronto, ON M5B 1E1",Curry Kitchen,Under $10,43.656478,-79.376584,1.3
Indian,"1574 Bayview Ave
Toronto, ON M4G",Amaya Express,$11-30,43.705621,-79.375114,4.9
Indian,"1330 Gerrard Street E
Toronto, ON M4L 1Z1",Taste Of Tandooree And Sweets,NA,43.671586,-79.325058,1.8
Indian,"15 Gervais Drive
Toronto, ON M3C 3S2",Cafelicious,NA,43.722109,-79.335942,4
Indian,"1738 Lawrence Avenue E
Toronto, ON M1R",Chawk Bazar South Asian Eatery,NA,43.742377,-79.308678,2.3
Indian,"130 Queens Plate Drive
Unit 1
Toronto, ON M9W",Xawaash,$11-30,43.71528,-79.592866,0.6
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,2.3
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,4.6
Indian,"1677 O'Connor Drive
Toronto, ON M4A 1W5",Sultan of Samosas,Under $10,43.718831,-79.303994,1.8
Indian,"243 Avenue Road
Toronto, ON M5R 2J6",Govinda’s,Under $10,43.676958,-79.397216,4.5
Indian,"2542 St Clair Ave West
Toronto, ON M6N 1L7",Roti Time,Under $10,43.668206,-79.487083,0.9
Indian,"Chelsea Hotel
33 Gerrard Street W
Toronto, ON M5G 1Z4",T|Bar,$31-60,43.658428,-79.383169,2.9
Indian,"796 Bloor Street W
Toronto, ON M6G 1L7",Madras Masala - Temp. CLOSED,$11-30,43.66316,-79.421923,1.4
Indian,"846 Markham Road
Toronto, ON M1H 2Y2",Bombay Bites,NA,43.767522,-79.228938,0.5
Indian,"381 Spadina Avenue
Toronto, ON M5T",Sizzler Kabab,Under $10,43.656226,-79.399211,4.6
Indian,"181 Dundas St W
Toronto, ON M5G 1C7",Indian Biriyani House,Under $10,43.654981,-79.386524,0.6
Indian,"1 Adelaide St E
Toronto, ON M5C 1J4",Touch,Under $10,43.650559,-79.377641,1.4
Indian,"307 Wellesley Street E
Toronto, ON M4X 1H2",Rashnaa Restaurant,$11-30,43.668096,-79.368979,0.1
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,3
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,0.1
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.3
Indian,"1386 Gerrard Street E
Toronto, ON M4L 1Z2",Lahore Chaat & Paan House,Under $10,43.671894,-79.324197,2.1
Indian,"25 Overlea Boulevard
Toronto, ON M4H 1P9",Hakka Garden Chinese Restaurant,$11-30,43.704868,-79.349824,3.5
Indian,"723 Kennedy Road
Toronto, ON M1K 2C6",New Kalyani,NA,43.730245,-79.266727,1.6
Indian,"Gerrard St E
Toronto, ON",Punjabi Chaat Palace,$11-30,43.670899,-79.328078,1.2
Indian,"100 King Street W
Toronto, ON M5X 2A2",Amaya,Under $10,43.648623,-79.381649,3.4
Indian,"208 Queen's Quay
Toronto, ON M5V 1Z2",Swades,$11-30,43.639997,-79.381351,1.3
Indian,"4900-5000 Finch Avenue E
Toronto, ON M1S 4K4",Malaysian Garam Masala,Under $10,43.808951,-79.263631,2.4
Indian,"1732 Lawrence Avenue E
Toronto, ON M1R 2Y1",Pariwar Restaurant,$11-30,43.74266,-79.308661,1.6
Indian,"1399 Gerrard Street E
Toronto, ON M4L 1Z5",Baldev Paan Cold Drink House,NA,43.6717,-79.323842,1.9
Indian,"170 Rimrock Rd
Toronto, ON M3J 3A6",Hurry Curry,NA,43.758501,-79.466176,0.9
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,3.5
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,4.3
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,1.9
Indian,"1376 Queen Street W
Toronto, ON M6K 1L7",Bacchus Roti Shop,$11-30,43.64131,-79.433222,3.2
Indian,"1401 Gerrard Street E
Toronto, ON M4L 1Z5",New Haandi 2000,$11-30,43.671755,-79.323477,3
Indian,"1160 Bloor Street W
Toronto, ON M6H 1N1",Al Aqsa Restaurant,NA,43.659748,-79.436855,3.2
Indian,"3020 Dundas St W
Toronto, ON M6P 1Z3",High Park Spicy House,$11-30,43.665707,-79.470064,1.9
Indian,"1410 Gerrard Street E
Toronto, ON M4L 1Z4",Mahar Restaurant Incorp,NA,43.672118,-79.32322,4.6
Indian,"Eaton Centre
220 Yonge St
Toronto, ON M5B 2L7",Amaya Express,$11-30,43.654067,-79.380082,0.1
Indian,"2018 Sheppard Aveenue E
Unit 4
Toronto, ON M2J 5B3",Vatica,Under $10,43.775334,-79.33056,2.2
Indian,"2481 Lakeshore Boulevard W
Etobicoke, ON M8V 1C5",Maurya East Indian Roti,$11-30,43.613324,-79.489239,2.7
Indian,"836 Markham Road
Toronto, ON M1H 2Y2",Mirchi Dhaba,Under $10,43.767255,-79.228254,0.7
Indian,"1416 Gerrard Street E
Toronto, ON M4L 1Z7",The Siddhartha,$11-30,43.672377,-79.322864,1.4
Indian,"130 Queens Plate Drive
Unit 1
Toronto, ON M9W",Xawaash,$11-30,43.71528,-79.592866,4.9
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,4.5
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,1.9
Indian,"8635 Keele Street
Concord, ON L4K 2N1",The Spice Room,$11-30,43.822123,-79.504007,0.8
Indian,"861 Danforth Avenue
Toronto, ON M4J 1L8",Danforth Dragon,$11-30,43.679705,-79.339751,4.4
Indian,"795 Markham Road
Toronto, ON M1H 2Y2",Vinchandra Restaurant & Banquet Hall,NA,43.767071,-79.228062,3
Indian,"11 Charles Street W
Toronto, ON M4Y 1R4",Exotic Tandoori Restaurant,NA,43.668503,-79.38687,4
Indian,"1060 Kennedy Road
Toronto, ON M1P",Spicy Dragon,Under $10,43.748925,-79.275456,1
Indian,"40 Carl Hall Road
Suite 233
Toronto, ON M3K 2C1",Samosa Palace,NA,43.749727,-79.479293,1.3
Indian,"291 Augusta Ave
Toronto, ON M5T 3A9",Spicy Grill Indo Pak Cuisine,$11-30,43.656321,-79.402562,2
Indian,"4810 Sheppard Avenue E
Unit 208
Toronto, ON M1S 4N6",Hyderabad Palace,NA,43.791588,-79.250917,2.3
Indian,"1435 Gerrard Street E
Toronto, ON M4L 1Z7",Lahore Paan Center,Under $10,43.672157,-79.322026,1.4
Indian,"2651 Islington Avenue
Toronto, ON M9V 2X6",Bengali Sweets & Restaurant,$11-30,43.738157,-79.565248,1.9
Indian,"130 Queens Plate Drive
Unit 1
Toronto, ON M9W",Xawaash,$11-30,43.71528,-79.592866,3.9
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,2.6
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3
Indian,"Yorkdale Shopping Mall
Toronto, ON M6A",Amaya Express,$11-30,43.725686,-79.450441,4.5
Indian,"2535 Warden Avenue
Toronto, ON M1W 2L6",Jikoni Grill,$11-30,43.790718,-79.313213,2.6
Indian,"2058 Ellesmere Road
Unit 3
Toronto, ON M1H 2V6",La Sani Grill,$11-30,43.776412,-79.234966,4.3
Indian,"979 O'Connor Drive
Toronto, ON M4B 2T1",Truly India,NA,43.708466,-79.310248,2.2
Indian,"107 Lebovic Avenue
Unit 15-18
Toronto, ON M1L 4W1",Premium Sweets,NA,43.722468,-79.288994,2.6
Indian,"In the University of Toronto Multi-faith Center
569 Spadina Ave
Toronto, ON M5S 1C1",VEDA - Healthy Indian Takeout,Under $10,43.661044,-79.401165,1.4
Indian,"Sandford Fleming Building
10 King's College Rd
Toronto, ON M5S",Veda Healthy IndianTakeout,Under $10,43.660011,-79.394835,4.3
Indian,"2680 Lawrence Avenue E
Suite 5
Toronto, ON M1P 4Y4",Madinah Grill,$11-30,43.752446,-79.262294,3.8
Indian,"106 Mutual Street
Toronto, ON M5B 2R7",Hurry Curry,NA,43.657647,-79.37625,0.1
Indian,"1 Oak St
Toronto, ON M5A 0A1",Sultan of Samosas,Under $10,43.660673,-79.366042,0.1
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,1.8
Indian,"452 Kingston Rd
Toronto, ON M4L 1V3",Star of Kingston,Under $10,43.677122,-79.304032,2.1
Indian,"1430 Gerrard Street E
Toronto, ON M4L 1Z6",Liberty Paan Corner,NA,43.672337,-79.322282,1.5
Indian,"263 King Street E
Toronto, ON M5A 1K2",Amaya Express,$11-30,43.65132,-79.367575,2.8
Indian,"2560 Finch Avenue W
Unit 8A
Toronto, ON M9M 2G3",Punjabi Taste,NA,43.748975,-79.560716,0.6
Indian,"988 Danforth Ave
Toronto, ON M4J 1M1",India Kitchen,NA,43.680578,-79.337599,2
Indian,"Hudson Bay Centre
2 Bloor Street E
Toronto, ON M4W 3T3",Tandori,NA,43.670624,-79.386304,0.7
Indian,NA,Amma Takeout & Catering,NA,NA,NA,1.9
Indian,"3187 Yonge Street
Toronto, ON M4N 2K9",Chef Of India,NA,43.727571,-79.402579,4.9
Indian,"323 Denison Street
Markham, ON L3R 1B7",Dum Pukht,$11-30,43.821967,-79.349151,4.6
Indian,"1433 Gerrard St E
Toronto, ON M4L 1Z6",Nitya Restaurant,$11-30,43.672085,-79.322086,2
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,0
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,3.5
Indian,"1475 Danforth Avenue
Toronto M4j1n5
Toronto, ON M4J 1N5",Spice Heaven,$11-30,43.682811,-79.325877,2.2
Indian,"642 Bloor Street W
Toronto, ON M6G 1L2",Rajput’s Bistro,NA,43.664318,-79.415008,1.2
Indian,"1560 Yonge Street
Toronto, ON M4T 2S9",Vivah Restaurant,$11-30,43.689561,-79.395044,3.6
Indian,"398 Steeles Avenue W
Thornhill, ON L4J 6X3",The Indian Cuisine,$11-30,43.795038,-79.433792,4.8
Indian,"1548 Warden Avenue
Toronto, ON M1R 2S8",Silver Spoon,Under $10,43.763514,-79.301626,4
Indian,"3030 Danforth Avenue
East York, ON M4C 1N2",Red Hot Tandoori,Under $10,43.690857,-79.290016,0.3
Indian,Yonge Sheppard Centre,Butter Chick,NA,43.762509,-79.410532,2
Indian,Scarborough Town Centre,Biryani,NA,43.775235,-79.257992,3.2
Indian,"7 Progress Avenue
Toronto, ON M1P 2M1",Hot Wok,Under $10,43.769328,-79.281627,1.5
Indian,"3077 Bloor Street W
Etobicoke, ON M8X 1C7",Chutneys Fine Indian Cuisine,$11-30,43.646778,-79.51401,2.5
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,1.5
Indian,"804 Eglinton Avenue E
Toronto, ON M4G 2L1",Mt Everest Restaurant,$11-30,43.713212,-79.366619,0.8
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.6
Indian,"2201 Finch Avenue W
Toronto, ON M9M 2Y9",Karahi Point,NA,43.752744,-79.536902,3.1
Indian,"777 Bay St
Toronto, ON M5G 2B3",Tandori,Under $10,43.660875,-79.384755,1.8
Indian,"1877 Lawrence Avenue E
Toronto, ON M1R 2Y3",Chandra Mahal Buriyani House,NA,43.743792,-79.301926,3.4
Indian,"7335 Yonge Street
Unit 2
Thornhill, ON L3T 1P9",The Indian Kitchen,$11-30,43.806158,-79.421137,0.1
Indian,"2677 Kennedy Road
Unit 6
Toronto, ON M1T 3H8",Chapati House,NA,43.796301,-79.293054,1.8
Indian,"455 Spadina Avenue
Toronto, ON M5S 2G8",Tandoori Flavour,Under $10,43.658241,-79.399718,1.5
Indian,"3300 McNicoll Avenue
Unit #17
Toronto, ON M1V 5J6",Bengali Sweets and Restaurant,Under $10,43.820674,-79.261885,1.2
Indian,"735 Middlefield Road
Toronto, ON M1V 5H5",Manpasand,Under $10,43.819873,-79.261939,0.4
Indian,"3067 Lake Shore Boulevard
Toronto, ON M8V 4C9",Michael’s West Indian Flavor,$11-30,43.59952,-79.510286,0.9
Indian,"682 Kennedy Avenue
Toronto, ON M1K 2B5",Hakka #1 Restaurant,NA,43.726885,-79.266128,2.3
Indian,"130 Queens Plate Drive
Unit 1
Toronto, ON M9W",Xawaash,$11-30,43.71528,-79.592866,3.5
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,0.9
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,0.5
Indian,"5633 Finch Avenue E
Toronto, ON M1B 5K9",Lucky Lin’s Restaurant,Under $10,43.813743,-79.238056,0.4
Indian,"50 Danforth Rd
Toronto, ON M1L 3W4",Shalimar Grill,NA,43.695249,-79.276337,3.4
Indian,"647 King Street W
Toronto, ON M5V 1M5",Sidhartha Fine Indian Cuisine,NA,43.643882,-79.40199,1.2
Indian,"3412 Weston Road
Toronto, ON M9M",Caribu West Indian Cuisine,$11-30,43.749099,-79.541826,2.5
Indian,"1427 Gerrard St E
Toronto, ON M4L 1Z7",India Paan,Under $10,43.672063,-79.322296,2.2
Indian,"2356 Lakeshore Boulevard W
Etobicoke, ON M8V 1B6",Everest Hakka Cuisine,$11-30,43.616338,-79.488132,1
Indian,"236 Sherbourne Street
Toronto, ON M5A 3X2",786 Halal Biryani House,Under $10,43.658087,-79.371042,2.4
Indian,"334 Yonge Street
Toronto, ON M5B 1R8",Soup It Up,NA,43.657437,-79.381602,0.7
Indian,"3850 Finch Avenue E
Toronto, ON M1T 3T6",Dindigul Thalappakattu Biriyani,Under $10,43.800652,-79.300584,1.2
Indian,"4025 Yonge Street
Second Floor
Toronto, ON M2P 2E3",Chicken Quarter,NA,43.744694,-79.405375,1.2
Indian,"130 Queens Plate Drive
Unit 1
Toronto, ON M9W",Xawaash,NA,43.71528,-79.592866,2.5
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,4.3
Indian,"4777 Leslie Street
Toronto, ON M2J 2K8",Jerusalem Restaurant,$11-30,43.778937,-79.363867,4.8
Indian,"2883 Dundas Street W
Toronto, ON M6P 1Y9",Ropein West Indian Take Out,NA,43.665303,-79.465505,2.1
Indian,"877 Queen St W
Toronto, ON M6J",Masala Pantry,NA,43.645553,-79.411402,0.5
Indian,"32 Eglinton Avenue W
Toronto, ON M4R 1A1",Indian Garden,NA,43.706582,-79.399836,0.6
Indian,"79 Wellington Street W
TD South Tower, 36th Fl.
Toronto, ON M5K 1J5",Stratus Restaurant,NA,43.646947,-79.381626,1
Indian,"795 Bathurst St
Toronto, ON M5S 1Z5",Naans & More,$11-30,43.664899,-79.41097,2.4
Indian,"953 Eglinton Ave W
York, ON M6C 2C4",Bombay Masala,NA,43.700265,-79.428873,3.5
Indian,"1071 Danforth Ave
Toronto, ON M4J 1M1",Ghareeb Nawaz,Under $10,43.736981,-79.246182,0.6
Indian,"200 Simcoe Place
Toronto, ON M5V 3K2",Amaya,Under $10,43.64498,-79.38575,3.1
Indian,"1152 Albion Road
Toronto, ON M9V 1A8",Indar’s Roti & Doubles,NA,43.737859,-79.56739,1.5
Indian,"3007 Lake Shore Boulevard W
Etobicoke, ON M8V 1K2",Bombay On the Lake,$11-30,43.599929,-79.507932,4.8
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.4
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,2.9
Indian,"2950 Birchmount Road
Toronto, ON M1W 3G5",Delicious Shawarma and Falafel,Under $10,43.79934,-79.306647,5
Indian,"178 Carlton Street
Toronto, ON M5A 2K3",Kabab & Tikah House,Under $10,43.663407,-79.372571,2.1
Indian,"15 Gervais Drive
North York, ON M3C 1Y8",Patio Indian Restaurant,NA,43.721887,-79.3359,0.1
Indian,Woodside Square,HaveMore,Under $10,43.809418,-79.269462,3.8
Indian,"3579 Sheppard Avenue E
Toronto, ON M1T 3K7",WeDeshi Foods,NA,43.780749,-79.29945,0.1
Indian,"1471 Gerrard Street E
Toronto, ON M4L 2A1",Siddhartha Pure Vegetarian,NA,43.672478,-79.320673,0.7
Indian,"292 Wellesley Street E
Toronto, ON M4X 1H1",Laziz Biryani & Kabab,NA,43.66812,-79.369863,3.9
Indian,"460 McNicoll Avenue
Toronto, ON M2H 2E1",Mistan Indian Food,Under $10,43.804728,-79.341927,3.4
Indian,"2480 Eglinton Ave E
Toronto, ON M1K 2R4",Thai Take-out & Catering,$11-30,43.734906,-79.259737,1.2
Indian,"1430 Gerrard St E
Toronto, ON M4L 1Z6",Tandoor,$11-30,43.672337,-79.322282,4.9
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,2.9
Indian,"828 Bay Street
Toronto, ON M5S 1Z7",Bombay Street Food,$11-30,43.661838,-79.386288,2.5
Indian,"50 Weybright Court
Unit 32
Toronto, ON M1S 5A8",Moti Palace Sweets Catering,NA,43.781307,-79.280228,2.5
Indian,"1561 Eglinton Avenue W
York, ON M6E 2G9",Mainsha Restaurant,Under $10,43.697264,-79.442061,4.4
Indian,"5210 Finch Avenue E
Scarborough, ON M1S 4Z8",Samosa King - Embassy Restaurant,Under $10,43.81039,-79.25645,2.1
Indian,"243 Eglinton Avenue W
Toronto, ON M4R 1A7",Earth Indian Express,NA,43.704851,-79.406625,3.5
Indian,"2891 Danforth Avenue
Toronto, ON M4C 1M3",Unity Cafe Corporation,NA,43.689703,-79.294263,1.1
Indian,"820 Markham Road
Toronto, ON M1H 2Y2",Spice Corner,NA,43.76683,-79.22863,2.4
Indian,"4800 Sheppard Avenue E
Suite 201-204
Scarborough, ON M1S 4N5",Babu Catering & Take Out,Under $10,43.791688,-79.251899,1.1
Indian,"796 Bloor Street W
Toronto, ON M6G 1L7",Rao & Rao Trading,NA,43.66316,-79.421923,1.5
Indian,"215 Lake Shore Boulevard E
Toronto, ON M5A 3W9",Chinese Indian Food,NA,43.646092,-79.367338,0.7
Indian,"375 Donlands Avenue
East York, ON M4J 3S2",Simba Grill,$11-30,43.693387,-79.342265,0.5
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,3.1
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.3
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,3.6
Indian,"1028 Danforth Ave
Toronto, ON M4J 1M1",Chicken Way,Under $10,43.680763,-79.336528,3.8
Indian,"1646 Victoria Park Avenue
North York, ON M1R 1P7",Blue Water Curry & Roti Restaurant,Under $10,43.73098,-79.305838,4.8
Indian,"1 Yorkgate Boulevard
Suite 136
Toronto, ON M3N 3A1",Kisho/NFC,NA,43.75877,-79.520194,3.5
Indian,"2646 Islington Avenue
Etobicoke, ON M9V 2X5",Brar Sweets & Restaurant,Under $10,43.737837,-79.565677,3.5
Indian,"7181 Yonge Street
Unit 243
Markham, ON L3T 0C7",Ocean Palate,$11-30,43.803245,-79.419478,1.9
Indian,"181 Dundas Street W
Toronto, ON M5G 1C7",Indian Biriyani House,NA,43.654981,-79.386524,4.8
Indian,"558 Lakeshore Road E
Mississauga, ON L5G 1H9",Al Mustafa Catering,NA,43.567501,-79.568691,2
Indian,"3005 Islington Avenue
Toronto, ON M9L 2K9",Vangi Food,NA,43.75945,-79.570804,4.6
Indian,"2658 Islington Ave
Etobicoke, ON M9V 2X5",Rajdhani Sweets & Restaurant,Under $10,43.738403,-79.566425,3.1
Indian,"750 Yonge Street
Toronto, ON M4Y 2B6",Mr Maharraja Indian Cuisine,NA,43.669182,-79.386779,3.8
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,1.4
Indian,"828 Bay Street
Toronto, ON M5S 1Z7",Bombay Street Food,$11-30,43.661838,-79.386288,0.9
Indian,"238 Queen Street W
Toronto, ON M5V 1Z7",India House,NA,43.650131,-79.390412,3.4
Indian,"Dundas Square
Toronto, ON M5B",Millix,NA,43.655843,-79.380043,4.9
Indian,"1571 Sandhurst Circle
Scarborough, ON M1V 1V2",Saravanaa Bhavan,$11-30,43.809418,-79.269462,3.7
Indian,"3268 Finch Avenue E
Scarborough, ON M1W 3P7",Nantha Caters,Under $10,43.796534,-79.316745,1.9
Indian,"1760 Ellesmere Road
Scarborough, ON M1H 2V5",Canbe Foods,Under $10,43.77374,-79.2461,2.6
Indian,"Avenue Road
Toronto, ON",Bombay Hut,NA,43.733624,-79.419583,3
Indian,"1158 Albion Rd
Toronto, ON M9V 1A8",Noor Makkah,Under $10,43.737996,-79.567551,4.6
Indian,"3342 Danforth Avenue
Toronto, ON M1L 1E2",Yum Yum Bakery & Pizza,NA,43.693791,-79.277349,3.9
Indian,"292 Markham Road
Toronto, ON M1J 3C5",Masha’Allah,NA,43.746441,-79.218477,0.5
Indian,"3090 Eglinton Avenue E
Scarborough, ON M1J 2H1",Anjappar Chettinad Restaurant,$11-30,43.741728,-79.22689,1.5
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,4.1
Indian,"828 Bay Street
Toronto, ON M5S 1Z7",Bombay Street Food,$11-30,43.661838,-79.386288,2.8
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,0.3
Indian,"1158 Albion Road
Toronto, ON M9V 1A8",Noor Hakkah,NA,43.737835,-79.568549,1
Indian,"56A Lakeshore Road E
Mississauga, ON L5G 1E1",Indian Cuisine By The Lake,$11-30,43.552496,-79.584971,0.9
Indian,"2654 Islington Ave
Toronto, ON M9V 2X5",Royal Paan Rexdale,NA,43.738127,-79.565793,2.2
Indian,"80 Ellesmere Road
Scarborough, ON M1R 4C2",Karibu Restaurant,$11-30,43.759277,-79.310422,3.1
Indian,"708 Gordon Baker Road
Toronto, ON M2H",Tandoori Queen,NA,43.809827,-79.342681,4.8
Indian,"209 Dundas Street W
Toronto, ON M5G 1C8",Ashoka Fine Indian Cuisine,NA,43.654756,-79.387492,1.4
Indian,"1386 Gerrard Street E
Toronto, ON M4L 1Z2",Pabla Shan-E-Punjab Restaurant,NA,43.671894,-79.324197,2.9
Indian,"5010 Steeles Avenue W
Toronto, ON M9V 5C6",Nantha Caters,NA,43.759926,-79.593028,2.6
Indian,"1158 Albion Road
Toronto, ON M9V 1A8",Noor Makkah,$11-30,43.737835,-79.568549,0.1
Indian,"5650 Sheppard Avenue E
Unit 3
Toronto, ON M1B 2L3",Golden Spoon,NA,43.794945,-79.235684,1.8
Indian,"259 Wellington St W
Toronto, ON M5V",Aanch Modernist Indian Cuisine,$11-30,43.644708,-79.39067,2.7
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,3.2
Indian,"64 Overlea Boulevard
Unit 10
Toronto, ON M4H 1C4",Pasha Authentic Turkish Cuisine,$11-30,43.708364,-79.342651,1.7
Indian,"1544 Warden Avenue
Scarborough, ON M1R 2S8",Annapurnas Mithai Shoppee,$31-60,43.763294,-79.301214,0.4
Indian,"880 Ellesmere Road
Scarborough, ON M1P 2W6",Hopper Hut,Under $10,43.766001,-79.282023,2.6
Indian,"1845 Finch Ave W
North York, ON M3N 2V2",Roti Palace,$31-60,43.757176,-79.514247,4.9
Indian,"1885 Lawrence Avenue E
Scarborough, ON M1R 2Y3",Patna Kabab House,$11-30,43.743834,-79.301744,2.8
Indian,"3480 Lawrence Avenue E
Scarborough, ON M1H 1A9",Tanjore Catering,Under $10,43.759776,-79.22698,3.6
Indian,"7700 Bathurst Street
Unit 12
Vaughan, ON L4J 7Y3",Shalom India,NA,43.80985,-79.451545,3.9
Indian,"4810 Sheppard Avenue E
Unit 20
Toronto, ON M1S 4N6",Spicy Garden,Under $10,43.791588,-79.250917,4
Indian,"4700 Keele Street
North York, ON M3J 1P3",Indian Flavour Restaurant,$11-30,43.774154,-79.501673,1
Indian,"585 Middlefield Road
Scarborough, ON M1V 4Y5",Datta Pizza Daaa,Under $10,43.811086,-79.257771,1.9
Indian,"1123 Albion Road
Etobicoke, ON M9V 1A9",Madras Dosa Hut,$11-30,43.73704,-79.566318,2.8
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,0.8
Indian,"828 Bay Street
Toronto, ON M5S 1Z7",Bombay Street Food,$11-30,43.661838,-79.386288,2.7
Indian,"2501 Finch Avenue W
North York, ON M9M 2G1",Bangali Sweet House,Under $10,43.749654,-79.553647,0.6
Indian,"3300 McNicoll Avenue
Scarborough, ON M1V 5J6",A 1 Sweets Restaurant,Under $10,43.820742,-79.261734,3.1
Indian,"3579 Sheppard E
Scarborough, ON M1T 3K8",Mystik Takeout & Catering,Under $10,43.780565,-79.299824,3.2
Indian,"4000 Steeles Avenue W
Unit 22
Woodbridge, ON L4L 4V9",Bollywood Restaurant,NA,43.769574,-79.552041,1.2
Indian,"3425 Fieldgate Drive
Mississauga, ON L4X 2J4",Karachi Grill,Under $10,43.624275,-79.588923,3
Indian,"3027 Islington Avenue
North York, ON M9L 2K9",Peppers,Under $10,43.759649,-79.570387,3.2
Indian,"42 Rexdale Boulevard
Rexdale, ON M9W 5Z3",Faley Restaurant,Under $10,43.713599,-79.558954,0.6
Indian,"1470 Centre Street
Suite 9
Vaughan, ON L4J 3N1",Om India Food Centre,Under $10,43.806538,-79.473744,1.6
Indian,"1530 Albion Road
Etobicoke, ON M9V 1B4",Kashmir Curry and Biryani Restaurant,Above $61,43.740324,-79.584121,4.3
Indian,"1850 Ellesmere Road
Scarborough, ON M1H 2V5",Mr John’s Real Kerala Kitchen,NA,43.774515,-79.242784,0.5
Indian,"1070 Major Mackenzie Drive E
Unit H1
Richmond Hill, ON L4S 1P3",Bombay’s Chutney,$11-30,43.876922,-79.41505,1
Indian,"216C Close Avenue
Toronto, ON M6K 2V5",Loga’s Corner,Under $10,43.640353,-79.435923,1.6
