Category,Restaurant Address,Restaurant Name,Restaurant Price Range,Restaurant Latitude,Restaurant Longitude,Review Rate,Restaurant_Price_Range_Code
Italian,"1182 St Clair Avenue W
Toronto, ON M6E 1B4",Pizza e Pazzi,2,43.677983,-79.443887,4.6,2
Italian,"2472 Yonge Street
Toronto, ON M4P 2H5",Cibo Wine Bar,3,43.711421,-79.399363,0.1,3
Italian,"15 Toronto Street
Toronto, ON M5C 2E3",Mercatto,2,43.650317,-79.375907,1.9,2
Italian,"41 Clinton St
Toronto, ON M6J 2N9",Trattoria Giancarlo,3,43.654957,-79.413753,3.5,3
Italian,"1138 Davenport Road
Toronto, ON M6G 2C6",Salto Antipasto Lounge,2,43.674831,-79.430894,3.7,2
Italian,"580 Progress Avenue
Toronto, ON M1P 2K2",Scaddabush Italian Kitchen & Bar,2,43.777729,-79.254569,4,2
Italian,"49 Karl Fraser Road
Toronto, ON M3C 0E5",Fabbrica,3,43.73662,-79.34465,4.7,3
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,1.9,3
Italian,"595 College Street
Toronto, ON M6G 1B2",Sotto Voce Wine & Pasta Bar,3,43.655223,-79.413805,2.8,3
Italian,"42-109 McCaul Street
Toronto, ON M5T 2W7",The Fresh Italian Eatery,1,43.654219,-79.390731,2.3,1
Italian,"155 University Avenue
Toronto, ON M5H 3B7",Pizzeria Libretto,2,43.648534,-79.384842,4.6,2
Italian,"209 Augusta Avenue
Toronto, ON M5T 2L4",The Food Shop,2,43.654062,-79.401479,0.7,2
Italian,"576 Danforth Ave
Toronto, ON M4K 1R1",Il Fornello,2,43.678689,-79.346869,1.7,2
Italian,"1378 Yonge Street
Toronto, ON M4T 1Y5",Spiga Ristorante,3,43.686247,-79.393561,1.8,3
Italian,"522 King Street W
Toronto, ON M5V 1L7",Cibo Wine Bar,3,43.645082,-79.397448,0.5,3
Italian,"55 Bloor Street W
Toronto, ON M4W 1A5",Scaccia Restaurant,2,43.669567,-79.388594,0.7,2
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,2,43.655118,-79.486959,0.7,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,2.8,3
Italian,"325 King Street W
Toronto, ON M5V 1J5",Forget About It,2,43.646197,-79.391154,4.9,2
Italian,"2 Invergordon Avenue
Toronto, ON M1S 2Y8",Francesca Italian Bakery & Delicatessen,2,43.78759,-79.256391,3.4,2
Italian,"605 Yonge Street
Toronto, ON M4Y 1Z5",Dal Moro’s Fresh Pasta To Go,2,43.666786,-79.385165,1.2,2
Italian,"782 Queen Street E
Toronto, ON M4M 1H4",The Peasant Table,2,43.659536,-79.347324,1.6,2
Italian,"330 Bay Street
Toronto, ON M5H 2S8",Locale Mercatto,2,43.650034,-79.381209,4.8,2
Italian,"1224 St. Clair Avenue W
Toronto, ON M6E 1B4",Centro Trattoria & Formaggio,1,43.677714,-79.444842,0,1
Italian,"1154 St Clair Ave W
Toronto, ON M6E 1B3",Big Slice Restaurant,2,43.67825,-79.442489,3.2,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,0.2,2
Italian,"10 Clinton Street
Toronto, ON M6J 2N8",San Francesco Foods - Clinton,1,43.654078,-79.413423,3.4,1
Italian,"302 College Street
Toronto, ON M5T 3M1",Fresca Pizza & Pasta,1,43.657809,-79.401721,2.9,1
Italian,"2547 Yonge street
Toronto, ON M4P 2H9",Classico Louie’s Pizzeria,1,43.713253,-79.3994,3.2,1
Italian,"2343 Queen Street E
Toronto, ON M4E 1H2",Veloute Bistro & Catering,3,43.672218,-79.289782,0.8,3
Italian,"3239 Yonge Street
Toronto, ON M4N 2T5",Trio Ristorante and Pizzeria,3,43.728872,-79.402842,4.2,3
Italian,"2485 Queen Street E
Toronto, ON M4E 1H9",ViVetha Bistro,2,43.673625,-79.282111,1.1,2
Italian,"335 Roncesvalles Avenue
Toronto, ON M6R 2M8",Domani Restaurant & Wine Bar,2,43.64929,-79.450066,3.7,2
Italian,"946 Royal York Road
Toronto, ON M8X 2E5",La Veranda Osteria,2,43.64777,-79.511666,3.1,2
Italian,"2899 Steeles Avenue W
Unit 12
Toronto, ON M3J 3A1",Sandra’s Italian Kitchen,2,43.781851,-79.491737,4.8,2
Italian,"431 Richmond Street W
Toronto, ON M5V 1X9",Tosto Quickfire Pizza Pasta,2,43.647681,-79.396736,4.5,2
Italian,"333 Lonsdale Rd
Toronto, ON M5P 1R3",Pizza Banfi,2,43.688615,-79.412722,4.2,2
Italian,"2 Broadway Avenue
Toronto, ON M4P 1T4",Sip Wine Bar,2,43.709659,-79.398488,0.6,2
Italian,"1870 Danforth Avenue
Toronto, ON M4C 1J4",Melanie’s Bistro & Patisserie,2,43.684941,-79.317243,4.5,2
Italian,"1352 St Clair Avenue W
Toronto, ON M6E 1C4",Frank’s Pizza House Restaurant,2,43.676866,-79.449298,4.8,2
Italian,"7 Charles Street W
Toronto, ON M4Y 1R4",7 West Cafe,2,43.668566,-79.386526,1.9,2
Italian,"106 Victoria St
Toronto, ON M5C",Osteria Ciceri e Tria,2,43.6522,-79.378155,1.6,2
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,3.3,2
Italian,"1480 Bathurst Street
Toronto, ON M5P 3G9",Pizza Del Arte,2,43.68363,-79.418469,0,2
Italian,"20 Victoria Street
Toronto, ON M5C",Metropolitan Resto Bar,2,43.649994,-79.37722,4.6,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,0.3,2
Italian,"1648 Queen Street W
Toronto, ON M6R 1B2",Amicos Pizza Ristorante,2,43.639388,-79.443082,1.5,2
Italian,"193 Danforth Avenue
Toronto, ON M4K 1N2",Factory Girl,2,43.676409,-79.356145,4.1,2
Italian,"2083 Lake Shore Boulevard W
Toronto, ON M8V 1A1",Rocco Restaurant & Bar,2,43.630013,-79.477453,3.8,2
Italian,"594 College St
Toronto, ON M6G 1B3",Cafe Diplomatico Restaurant & Pizzeria,2,43.655255,-79.413732,2.6,2
Italian,"1090 Queen Street W
Toronto, ON M6J 1H7",Church Aperitivo Bar,3,43.643522,-79.422313,0.5,3
Italian,"1566 Bayview Avenue
Toronto, ON M4G 3B7",Verdi,2,43.705397,-79.37529,2.5,2
Italian,"32 Wellington Street E
Toronto, ON M5E 1C6",Vagabondo Italian Ristorante+Lounge,2,43.64832,-79.375238,2,2
Italian,"609 Roehampton Avenue
Unit 02
Toronto, ON M4P 1S7",Tosto Quickfire Pizza Pasta,2,43.711578,-79.378868,0.8,2
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,2,43.655118,-79.486959,2.7,2
Italian,"672b St Clair Avenue W
Toronto, ON M6C 1B1",Vannis Restaurant,2,43.681992,-79.425532,0.6,2
Italian,"25 Toronto St
Toronto, ON M5C 2R1",Mirto Italian Restaurant & Bar,2,43.650703,-79.376078,2.1,2
Italian,"720 College St
Toronto, ON M6G 1C3",Il Gatto Nero,2,43.655254,-79.418896,0.2,2
Italian,"1528 Danforth Avenue
Toronto, ON M4J 1N4",Gerrard Pizza,2,43.683323,-79.3248,1.6,2
Italian,"679 Mt Pleasant Road
Toronto, ON M4S",Viva Napoli,2,43.705759,-79.388925,0.4,2
Italian,"319 King Street W
Toronto, ON M5V 1J5",La Fenice,3,43.646305,-79.390699,0.8,3
Italian,"3363 Yonge St
Toronto, ON M4N 2M6",Coppi Ristorante,3,43.731677,-79.403546,1,3
Italian,"93 Front Street E
Toronto, ON M5E 1C3",St Lawrence Pizza & Ice Cream,1,43.649052,-79.371774,1.1,1
Italian,"2622 Yonge Street
Toronto, ON M4P 2J4",Roberto’s Ristorante Italiano,2,43.715198,-79.400353,4.9,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.5,3
Italian,"1338 Lansdowne Avenue
Toronto, ON M6H 3Z8",Big Ragu,2,43.675993,-79.450613,3.6,2
Italian,"19 Baldwin Street
Toronto, ON M5T 1L1",Valens Restaurant,2,43.655996,-79.392894,2.6,2
Italian,"3238 Yonge Street
Toronto, ON M4N 2L4",Gamberoni Restaurant,2,43.729503,-79.403561,2.5,2
Italian,"489 Church Street
Toronto, ON M4Y 2C6",Sambucas On Church,2,43.665132,-79.380551,3.1,2
Italian,"546 College Street
Toronto, ON M6G 1B1",Kalendar,2,43.655787,-79.41173,4.8,2
Italian,"225 Richmond Street W
Suite 501b
Toronto, ON M5V 1W2",The Fifth & Terrace,4,43.649308,-79.389312,1.5,4
Italian,"690 The Queensway
Toronto, ON M8Y 1K8",Grappa Restaurant,3,43.627036,-79.499418,0.1,3
Italian,"753 The Queensway
Toronto, ON M8Z 1M8",Prego Restaurant,2,43.626083,-79.503602,4.3,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,2.9,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,0.8,3
Italian,"660 College Street
Toronto, ON M6G 1B8",Bella Vista Trattoria & Wine Bar,2,43.655186,-79.416477,3.1,2
Italian,"4 Kenwood Avenue
Toronto, ON M6C 2R7",Da-Maria Pizzeria & Spaghetti House,2,43.682825,-79.422137,1.6,2
Italian,"663 King Street W
Toronto, ON M5V 1M5",Banknote Bar,2,43.643845,-79.402362,2.1,2
Italian,"100 Simcoe Street
Toronto, ON M5H 3T4",Michael’s on Simcoe,4,43.648092,-79.386363,2.9,4
Italian,"13 Hayden Street
Toronto, ON M4Y 2P2",Focaccia Italian Sandwiches,1,43.669438,-79.385853,2.4,1
Italian,"321 King St W
Toronto, ON M5V 1J5",The Red Tomato,2,43.646116,-79.390797,3.4,2
Italian,"50 Prince Edward Island Crescent
Toronto, ON M6K 3C3",Acqua Dolce,2,43.630922,-79.422767,4.8,2
Italian,"30 Laird Drive
Toronto, ON M4G 3T2",San Francesco Foods - Laird,1,43.703931,-79.360917,0.2,1
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,2,43.655118,-79.486959,0.2,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,0.4,2
Italian,"865 York Mills
Unit 9
Toronto, ON M3B 1Y6",Spoon And Fork Plus,2,43.754171,-79.349493,4.7,2
Italian,"603 Yonge Street
Toronto, ON M4Y 1Z5",Brownstone Bistro,2,43.666714,-79.385137,1.9,2
Italian,"40 Wellington Street E
Toronto, ON M5E 1C7",Bravi Ristorante,3,43.648477,-79.37495,3.3,3
Italian,"35 Church Street
Toronto, ON M5E 1T3",Hot House Restaurant & Bar,2,43.648847,-79.373683,1,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.8,3
Italian,"1078 Bathurst Street
Toronto, ON M5R 3G9",Mayday Malone’s Pub & Ristorante,2,43.672482,-79.414371,2.9,2
Italian,"4700 Keele Street
Toronto, ON M3J 1P3",Cucinetta,1,43.774239,-79.501434,1.1,1
Italian,"1095 Yonge Street
Toronto, ON M4W 2L8",Bar Centrale,2,43.680037,-79.390519,4.3,2
Italian,"4980 Dundas Street W
Toronto, ON M9A 1B7",Espresso Bakery & Deli,1,43.647337,-79.530471,1.6,1
Italian,"Yordale Shopping Centre
3401 Dufferin St
Toronto, ON M6A 3A1",Espressamente illy,2,43.726452,-79.452653,3.3,2
Italian,"145 King Street W
Toronto, ON M5H 4G2",Modus Ristorante,3,43.647469,-79.384193,1.3,3
Italian,"Sherway Gardens
25 The W Mall
Toronto, ON M9C 1B8",Bar Freddo Caffe,2,43.612781,-79.557654,3.5,2
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,1.6,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.1,3
Italian,"609 Queen Street W
Toronto, ON M5V 2B7",San Francesco Foods - Queen,2,43.647321,-79.402373,2.2,2
Italian,"1 Harbour Square
38th Floor
Toronto, ON M5J 1A6",Toula Restaurant & Bar,3,43.640858,-79.377079,2.1,3
Italian,"1000 Eglinton Avenue W
Toronto, ON M6C 2C5",Bistro Grande,3,43.700347,-79.429634,3.4,3
Italian,"37 Blue Jays Way
Toronto, ON M5V 9G9",Pizza Rustica,2,43.645088,-79.391932,1.4,2
Italian,"796 College Street
Toronto, ON M6G 1C6",Pizzaville,1,43.654766,-79.421351,1.9,1
Italian,"219 Fort York Boulevard
Unit 8
Toronto, ON M5V 1B1",Fort York Pizzeria,2,43.636604,-79.405429,3.6,2
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,3.8,3
Italian,"25 York Street
Toronto, ON M5J",Aria Ristorante,3,43.643417,-79.380504,1.2,3
Italian,"249 Queens Quay W
Toronto, ON M5J 2N5",Mamma’s Pizza,1,43.638676,-79.386262,1.6,1
Italian,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,1,43.645852,-79.387863,4.1,1
Italian,"1521 Yonge Street
Toronto, ON M4T 1Z2",Pizza Pizza,2,43.689609,-79.394409,4.4,2
Italian,"597 College Street
Toronto, ON M6G 1B5",Capitol Trattoria Pizzeria,2,43.655193,-79.413954,3.1,2
Italian,"540 King Street W
Toronto, ON M5V 1M3",Pizza Pizza,1,43.645094,-79.39807,0.9,1
Italian,"108 Dundas Street W
Toronto, ON M5G 1C3",Alio Restaurant & Wine Bar,2,43.655663,-79.384094,2.8,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.2,3
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,4.6,2
Italian,"2336 Lake Shore Boulevard W
Toronto, ON M8V 1B8",FBI PIZZA,2,43.616765,-79.488022,4,2
Italian,"19 Mercer Street
Toronto, ON M5V 1H2",Buonanotte,3,43.645687,-79.390493,2.6,3
Italian,"296 Brunswick Avenue
Toronto, ON M5S",The Annex Live,3,43.665357,-79.406982,3.9,3
Italian,"2777 Steeles Avenue W
Toronto, ON M3J 3K5",La Risata Ristorante,3,43.78216,-79.49043,4.9,3
Italian,"1386 Bayview Avenue
Toronto, ON M4G 3A1",Pizza Hut,2,43.70062,-79.373517,0.9,2
Italian,"2118 Queen St E
Toronto, ON M4E 1E2",Mamma’s Pizza,1,43.671306,-79.294846,5,1
Italian,"520 Wilson Heights Boulevard
Toronto, ON M3H 2V6",Pizza Nova,2,43.750742,-79.456443,3.6,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,2.7,2
Italian,"2385 Dundas Street W
Toronto, ON M6P 1X2",Amato Real Pizza,1,43.65761,-79.453082,3.8,1
Italian,"Manitoba Drive
Food Building
Toronto, ON M6K 3C3",San Francesco Foods - CNE,2,43.635909,-79.416435,1.5,2
Italian,"808 York Mills Rd
Toronto, ON M3B",Mamma’s Pizza,2,43.754089,-79.357989,0.9,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,2.2,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,1.4,3
Italian,"30 Eglinton Sq
Toronto, ON M1L 4T2",Watts Restaurant,2,43.724114,-79.30078,1.5,2
Italian,"85 Danforth Avenue
Toronto, ON M4K 1M9",Pizza Pizza,1,43.676014,-79.358976,1.4,1
Italian,"979 Bloor Street W
Toronto, ON M6H 1L5",Pizza Pizza,1,43.661054,-79.429089,4.4,1
Italian,"584 College St
Toronto, ON M6G",Riva,2,43.655417,-79.413391,1.4,2
Italian,"536 Saint Clair Avenue W
Toronto, ON M6C 1A4",Pizza Pizza,2,43.683135,-79.419925,2.3,2
Italian,"95 King Street E
Toronto, ON M5C 1G3",Stori Aperitivo Bar,2,43.649807,-79.374792,4.1,2
Italian,"596 College St
Toronto, ON M6G",Mattino,2,43.655296,-79.414034,3.1,2
Italian,"784 Eglinton Avenue E
Toronto, ON M4G 2L1",Domino’s Pizza,2,43.713252,-79.367095,3.1,2
Italian,"678 Queen Street E
Toronto, ON M4M 1G8",Pizza Pizza,2,43.658812,-79.351177,3.6,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,3.2,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,2.1,3
Italian,"656 College St
Toronto, ON M6G 1B8",Li’ly Resto Lounge,2,43.655074,-79.416403,1.6,2
Italian,"161 Bay St
Toronto, ON M5J 2S4",Piazza Manna,2,43.646476,-79.379001,1.4,2
Italian,"310 Front Street W
Toronto, ON M5V 3B5",Java Joes,1,43.64396,-79.39021,2.3,1
Italian,"558 Bloor Street W
Toronto, ON M5S 1Y6",Pizza Pizza,1,43.665225,-79.411429,1.9,1
Italian,"2066 Kipling Avenue
Toronto, ON M9W 4J9",Pizza Hut,2,43.714239,-79.568729,0.5,2
Italian,"244 Jane Street
Toronto, ON M6S 3Y8",Campo,2,43.655118,-79.486959,0.2,2
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,2.7,3
Italian,"555 University Ave
Toronto, ON M5G 1X8",Pastabilities,1,43.657566,-79.388478,3.1,1
Italian,"405 Richmond St W
Toronto, ON M5V 1X3",Mamma’s Pizza,1,43.647779,-79.395374,4.3,1
Italian,"2070 Queen Street E
Toronto, ON M4E 1C9",Pizza Hut,1,43.670827,-79.297163,1,1
Italian,"507 Av Danforth
Toronto, ON M4K 1P5",Mamma’s Pizza,1,43.677971,-79.34891,2.3,1
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,1.2,3
Italian,"127 Yonge St
Toronto, ON M5C 1X3",Mamma’s Pizza,2,43.650905,-79.378456,3.3,2
Italian,"228 Queen Street W
Toronto, ON M5V 1Z6",Pizza Pizza,1,43.650323,-79.390076,4.2,1
Italian,"1193 Bloor Street W
Toronto, ON M6H 1N4",Pizza Pizza,2,43.658904,-79.439363,2.5,2
Italian,"297 Wellesley Street E
Toronto, ON M4X 1G9",Pizza Pizza,1,43.667984,-79.369812,3.9,1
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,4.7,2
Italian,"516 Ave Danforth
Toronto, ON M4K 1P6",Pan On the Danforth,2,43.678359,-79.348685,3.6,2
Italian,"208 Queens Quay W
Unit 9 10
Toronto, ON M5J 2Y5",Pizza Pizza,2,43.640257,-79.381731,1.5,2
Italian,"77 Lower Jarvis
Toronto, ON M5E 1R8",Pizza Hut,2,43.647559,-79.370453,1.5,2
Italian,"3019 Lake Shore Boulevard W
Toronto, ON M8V 1K2",Calabrese Pizza,1,43.600038,-79.50852,3.7,1
Italian,"346 Yonge Street
Toronto, ON M5B 1R8",Pizza Pizza,1,43.657751,-79.381733,0.6,1
Italian,"810 Church Street
Toronto, ON M4W 2M4",Pizza Hut,2,43.671973,-79.385281,4.3,2
Italian,"2100 Bloor Street W
Toronto, ON M6S 4Y7",Pizza Hut,1,43.652607,-79.471037,3.1,1
Italian,"807 Yonge St
Toronto, ON M4W 2G9",Mamma’s Pizza,1,43.672242,-79.387434,3.9,1
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,1.1,2
Italian,"516 Ave Danforth
Toronto, ON M4K 1P6",Pan On the Danforth,2,43.678359,-79.348685,1.6,2
Italian,"944 Eglinton Ave W
Toronto, ON M6C 2C2",Mamma’s Pizza,3,43.70056,-79.42861,4.6,3
Italian,"2171 Steeles Ave W
Toronto, ON M3J 3N2",East Side Mario’s,2,43.785618,-79.476049,1.5,2
Italian,"471 Yonge Street
Toronto, ON M4Y 1A1",Pizza Pizza,2,43.661869,-79.383044,2.1,2
Italian,"1252 Gerrard Street E
Toronto, ON M4L 1Y6",Pizza Pizza,1,43.670995,-79.328252,0.3,1
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,3.5,2
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,2.6,2
Italian,"1393 Lawrence Avenue W
Toronto, ON M6L 1A4",Pizza Pizza,3,43.708415,-79.475884,3.2,3
Italian,"660 Eglinton Ave East
Toronto, ON M4G 2K2",Mamma’s Pizza,2,43.711713,-79.376247,0.6,2
Italian,"200 Wellington Street W
Toronto, ON M5V 3C7",Harvest Green,1,43.645852,-79.387863,3,1
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,1.6,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,3.6,3
Italian,"1937 Weston Road
Toronto, ON M9N 1W7",Pizza Pizza,1,43.700642,-79.517511,1,1
Italian,"621 Dixon Etobicoke
Toronto, ON M9W 1H7",Pronto Panino,2,43.690305,-79.576399,1.3,2
Italian,"516 Ave Danforth
Toronto, ON M4K 1P6",Pan On the Danforth,2,43.678359,-79.348685,4.2,2
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,1.6,2
Italian,"1671 Dundas Street West
Toronto, ON M6K 1V2",Domino’s Pizza,1,43.650108,-79.437735,2,1
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,2.3,3
Italian,"200 Front St W
Toronto, ON M5V 3K2",Piazza Manna,1,43.644936,-79.386151,0.5,1
Italian,"759A The Queensway
Toronto, OH M8Z 1N1
United States",Pastucci’s,NA,43.625879,-79.504026,2.3,NA
Italian,"130 King St
Toronto, ON M5X 1A9",Piazza Manna,2,43.648345,-79.383307,3.8,2
Italian,"3249 Yonge Street
Toronto, ON M4N 2L5",Sapori Trattoria,2,43.729057,-79.402842,2.9,2
Italian,"109 Front Street E
Toronto, ON M5E 1C7",Pizza Pizza,1,43.649485,-79.371095,0.8,1
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,1.9,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.2,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,4.9,3
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,0.2,3
Italian,"826 Yonge Street
Toronto, ON M4W 2H1",Pizza Pizza,1,43.671189,-79.387405,2.2,1
Italian,"1077 Bloor St W
Toronto, ON M6H 1M5",Black Briik Restobar,2,43.660093,-79.433138,1.4,2
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,0.1,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,3.2,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,3,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.5,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,2.5,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,2.8,3
Italian,"2900 Warden Avenue
Unit 205 207
Toronto, ON M1W 2S8",Pizza Pizza,1,43.798362,-79.318463,1.6,1
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,3.8,2
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,3.2,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,0.8,3
Italian,"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,3,43.65516,-79.412779,4.4,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,4.3,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,1.1,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.4,3
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,4.1,3
Italian,"304 Richmond Street W
Toronto, ON M5V 3M6",Thoroughbred Food & Drink,3,43.648949,-79.391628,0.2,3
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,4.5,3
Italian,"516 Ave Danforth
Toronto, ON M4K 1P6",Pan On the Danforth,2,43.678359,-79.348685,0.8,2
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,4.1,3
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,2.8,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,1.4,2
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,1,3
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,3.1,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,4.8,3
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,3.2,2
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,0.5,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,1.4,3
Italian,"2088 Yonge Street
Toronto, ON M4S 2A3",Five Doors North,3,43.702215,-79.397614,1.2,3
Italian,"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,3,43.65516,-79.412779,0.3,3
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,1.9,3
Italian,"3353 Yonge Street
Toronto, ON M4N 2M6",The Monkey Bar,3,43.731489,-79.403703,2.4,3
Italian,"1077 Bloor St W
Toronto, ON M6H 1M5",Black Briik Restobar,2,43.660093,-79.433138,1.6,2
Italian,"569 College Street
Toronto, ON M6G 1B2",Reverie at The Park,3,43.65516,-79.412779,4.5,3
Italian,"2899 Dufferin Street
Toronto, ON M6B 3S7",Camarra’s Pizzeria & Restaurant,2,43.708396,-79.453323,1.5,2
Italian,"178 Dupont Street
Toronto, ON M5R 2E6",Martino’s Pizza,2,43.675568,-79.403644,0.1,2
Italian,"577 College Street
Toronto, ON M6G 1B2",Sidecar,3,43.6552,-79.413083,1.1,3
Japanese,"459 Church Street
Toronto, ON M4Y 4C5",Kintaro Izakaya,2,43.664158,-79.380274,1.7,2
Japanese,"1314 Queen Street W
Toronto, ON M6K 1L4",Guu Izakaya Toronto,2,43.641867,-79.43109,3.1,2
Japanese,"398 Church St
Toronto, ON M5B 2A2",KINKA IZAKAYA ORIGINAL,2,43.660524,-79.378927,4.2,2
Japanese,"66 Gerrard Street E
Unit 100
Toronto, ON M5B 2M2",Katsuya,2,43.660047,-79.378802,2.3,2
Japanese,"214 Laird Drive
Suite 101
Toronto, ON M4G 3W4",Kintako Japanese Restaurant,2,43.711488,-79.364093,2.6,2
